Date,Product,Category,Region,Units_Sold,Cost Price,Revenue,Selling Price,Profit,Profit_Margin
2023-07-12,Router,Accessories,South America,8,693.44,5547.52,3855.66,3162.22,57.0
2023-08-08,Monitor,Accessories,Asia,9,946.16,8515.44,7056.08,6109.92,71.75
2024-03-26,Laptop,Electronics,Asia,14,417.82,5849.48,5177.11,4759.29,81.36
2023-12-12,Smartphone,Electronics,Europe,4,110.04,440.16,296.09,186.05,42.27
2023-12-16,Monitor,Accessories,South America,14,396.17,5546.38,3485.68,3089.51,55.7
2024-11-15,Smartphone,Electronics,Asia,10,341.06,3410.6,2917.35,2576.29,75.54
2024-01-10,Monitor,Accessories,North America,8,572.0,4576.0,4092.19,3520.19,76.93
2023-05-10,Laptop,Electronics,Europe,7,427.74,2994.18,2562.15,2134.41,71.29
2023-04-24,Laptop,Electronics,Asia,11,818.69,9005.59,7717.52,6898.83,76.61
2023-12-22,Smartphone,Electronics,South America,13,798.54,10381.02,7743.44,6944.9,66.9
2024-07-20,Laptop,Electronics,Europe,19,542.87,10314.53,7407.72,6864.85,66.56
2024-06-07,Tablet,Electronics,Europe,1,306.09,306.09,232.01,-74.08,-24.2
2023-01-18,Tablet,Electronics,Asia,8,621.65,4973.2,4292.6,3670.95,73.81
2024-09-07,Tablet,Electronics,North America,7,257.23,1800.61,1358.83,1101.6,61.18
2024-01-07,Printer,Accessories,Europe,10,645.57,6455.7,4953.65,4308.08,66.73
2023-06-20,Smartphone,Electronics,Europe,16,238.67,3818.72,3031.91,2793.24,73.15
2024-11-27,Tablet,Electronics,Europe,14,548.77,7682.78,4713.52,4164.75,54.21
2024-07-07,Printer,Accessories,South America,14,143.08,2003.12,1446.97,1303.89,65.09
2023-10-13,Laptop,Electronics,South America,8,765.77,6126.16,4139.2,3373.43,55.07
2024-02-04,Printer,Accessories,South America,7,681.21,4768.47,3029.31,2348.1,49.24
2024-04-24,Smartphone,Electronics,Europe,6,534.21,3205.26,2497.55,1963.34,61.25
2023-01-01,Laptop,Electronics,Asia,16,728.48,11655.68,8509.92,7781.44,66.76
2024-11-15,Smartphone,Electronics,Europe,12,899.87,10798.44,7353.74,6453.87,59.77
2024-08-31,Laptop,Electronics,North America,15,370.86,5562.9,4587.59,4216.73,75.8
2023-05-24,Tablet,Electronics,South America,13,498.26,6477.38,4846.06,4347.8,67.12
2024-02-05,Printer,Accessories,Europe,11,424.67,4671.37,3740.83,3316.16,70.99
2023-12-25,Laptop,Electronics,Europe,14,309.04,4326.56,3760.84,3451.8,79.78
2023-05-24,Monitor,Accessories,North America,10,409.99,4099.9,3427.5,3017.51,73.6
2024-11-19,Tablet,Electronics,Europe,5,736.54,3682.7,2951.68,2215.14,60.15
2023-05-26,Router,Accessories,Asia,10,406.79,4067.9,2939.25,2532.46,62.25
2024-04-27,Tablet,Electronics,South America,15,987.69,14815.35,9282.86,8295.17,55.99
2023-05-08,Printer,Accessories,South America,12,249.4,2992.8,2065.89,1816.49,60.7
2023-02-11,Monitor,Accessories,Asia,3,330.54,991.62,670.71,340.17,34.3
2024-10-03,Monitor,Accessories,South America,11,671.91,7391.01,4780.29,4108.38,55.59
2023-06-22,Router,Accessories,South America,8,749.82,5998.56,4798.49,4048.67,67.49
2023-08-19,Printer,Accessories,North America,4,149.7,598.8,530.77,381.07,63.64
2024-09-09,Printer,Accessories,Asia,9,727.72,6549.48,4924.35,4196.63,64.08
2024-11-11,Monitor,Accessories,South America,4,408.71,1634.84,1071.27,662.56,40.53
2023-10-10,Smartphone,Electronics,Asia,15,427.05,6405.75,4334.31,3907.26,61.0
2024-11-13,Smartphone,Electronics,Asia,14,816.99,11437.86,7012.89,6195.9,54.17
2023-01-14,Laptop,Electronics,South America,7,900.94,6306.58,5015.39,4114.45,65.24
2024-08-22,Monitor,Accessories,Europe,8,869.15,6953.2,5155.18,4286.03,61.64
2024-03-20,Router,Accessories,Asia,17,362.42,6161.14,3934.77,3572.35,57.98
2024-12-26,Monitor,Accessories,South America,16,628.67,10058.72,8718.17,8089.5,80.42
2024-06-15,Router,Accessories,South America,2,981.19,1962.38,1596.56,615.37,31.36
2024-09-08,Laptop,Electronics,North America,9,871.6,7844.4,4952.5,4080.9,52.02
2023-04-08,Laptop,Electronics,Europe,5,352.53,1762.65,1352.02,999.49,56.7
2024-08-17,Router,Accessories,South America,17,787.15,13381.55,10079.49,9292.34,69.44
2023-02-10,Smartphone,Electronics,South America,19,645.5,12264.5,10852.38,10206.88,83.22
2024-10-05,Router,Accessories,South America,10,177.23,1772.3,1578.87,1401.64,79.09
2023-08-10,Printer,Accessories,Europe,19,284.55,5406.45,4291.25,4006.7,74.11
2024-02-27,Laptop,Electronics,South America,17,991.24,16851.08,13873.51,12882.27,76.45
2024-01-03,Router,Accessories,Asia,5,373.7,1868.5,1373.19,999.49,53.49
2023-09-12,Smartphone,Electronics,South America,12,464.59,5575.08,4954.01,4489.42,80.53
2023-11-29,Monitor,Accessories,Asia,13,437.08,5682.04,3546.92,3109.84,54.73
2023-08-03,Printer,Accessories,Asia,6,640.18,3841.08,2896.54,2256.36,58.74
2023-12-23,Tablet,Electronics,South America,12,780.33,9363.96,7429.85,6649.52,71.01
2023-12-08,Smartphone,Electronics,Europe,1,837.31,837.31,522.45,-314.86,-37.6
2023-11-10,Laptop,Electronics,North America,13,182.71,2375.23,2019.74,1837.03,77.34
2023-11-17,Printer,Accessories,South America,16,578.25,9252.0,6391.51,5813.26,62.83
2024-01-27,Tablet,Electronics,Asia,10,294.34,2943.4,1878.94,1584.6,53.84
2023-12-26,Smartphone,Electronics,South America,19,562.94,10695.86,8306.7,7743.76,72.4
2023-06-13,Tablet,Electronics,Asia,4,647.88,2591.52,1875.05,1227.17,47.35
2024-07-05,Tablet,Electronics,South America,8,364.53,2916.24,1971.89,1607.36,55.12
2024-12-13,Laptop,Electronics,Europe,19,169.05,3211.95,2029.68,1860.63,57.93
2023-04-03,Router,Accessories,South America,7,173.34,1213.38,962.09,788.75,65.0
2023-05-30,Router,Accessories,Asia,15,745.12,11176.8,8700.86,7955.74,71.18
2023-12-29,Monitor,Accessories,Europe,18,109.07,1963.26,1461.27,1352.2,68.88
2023-04-17,Router,Accessories,Asia,17,196.04,3332.68,2922.64,2726.6,81.81
2024-08-06,Laptop,Electronics,Asia,1,619.37,619.37,533.83,-85.54,-13.81
2024-03-29,Laptop,Electronics,Europe,3,288.0,864.0,719.32,431.32,49.92
2023-06-08,Router,Accessories,Asia,7,150.47,1053.29,818.86,668.39,63.46
2024-05-21,Tablet,Electronics,Europe,16,123.23,1971.68,1195.0,1071.77,54.36
2023-08-20,Monitor,Accessories,Europe,10,318.52,3185.2,2220.5,1901.98,59.71
2023-01-13,Smartphone,Electronics,Europe,18,920.6,16570.8,14661.03,13740.43,82.92
2024-09-18,Monitor,Accessories,South America,11,152.32,1675.52,1472.34,1320.02,78.78
2024-07-23,Printer,Accessories,Europe,15,983.52,14752.8,10401.04,9417.52,63.84
2023-07-10,Printer,Accessories,South America,11,951.25,10463.75,9184.27,8233.02,78.68
2024-02-01,Router,Accessories,Asia,5,732.16,3660.8,2808.27,2076.11,56.71
2023-09-27,Monitor,Accessories,Asia,4,694.9,2779.6,1996.97,1302.07,46.84
2023-08-29,Smartphone,Electronics,Asia,5,536.84,2684.2,1895.51,1358.67,50.62
2024-12-10,Tablet,Electronics,Asia,18,619.22,11145.96,8886.1,8266.88,74.17
2024-07-05,Printer,Accessories,Europe,10,226.45,2264.5,1623.23,1396.78,61.68
2024-06-03,Router,Accessories,South America,11,321.96,3541.56,2835.05,2513.09,70.96
2023-11-18,Laptop,Electronics,Europe,14,895.45,12536.3,8713.85,7818.4,62.37
2024-09-25,Monitor,Accessories,South America,8,915.49,7323.92,4681.58,3766.09,51.42
2024-03-22,Laptop,Electronics,Europe,5,821.24,4106.2,2550.24,1729.0,42.11
2024-07-27,Monitor,Accessories,North America,8,864.3,6914.4,5144.87,4280.57,61.91
2024-05-03,Router,Accessories,Europe,9,852.12,7669.08,6338.68,5486.56,71.54
2024-08-06,Smartphone,Electronics,North America,6,629.29,3775.74,3304.74,2675.45,70.86
2024-05-17,Monitor,Accessories,Europe,17,632.12,10746.04,7462.43,6830.31,63.56
2023-08-09,Router,Accessories,South America,11,953.79,10491.69,8314.11,7360.32,70.15
2024-07-05,Router,Accessories,Asia,3,708.3,2124.9,1908.35,1200.05,56.48
2023-08-27,Printer,Accessories,South America,11,561.42,6175.62,4957.32,4395.9,71.18
2024-07-06,Router,Accessories,Asia,18,455.73,8203.14,6069.43,5613.7,68.43
2024-09-16,Laptop,Electronics,Asia,10,127.96,1279.6,1111.48,983.52,76.86
2023-05-03,Laptop,Electronics,North America,4,916.19,3664.76,2731.5,1815.31,49.53
2024-02-28,Router,Accessories,Europe,2,858.21,1716.42,1269.78,411.57,23.98
2023-09-12,Printer,Accessories,Europe,1,848.01,848.01,512.74,-335.27,-39.54
2023-01-31,Router,Accessories,South America,1,102.21,102.21,74.07,-28.14,-27.53
2024-08-10,Router,Accessories,South America,14,647.65,9067.1,6132.88,5485.23,60.5
2024-01-26,Router,Accessories,South America,12,797.78,9573.36,7393.78,6596.0,68.9
2023-12-18,Tablet,Electronics,North America,9,431.54,3883.86,3161.11,2729.57,70.28
2023-12-30,Tablet,Electronics,South America,12,541.32,6495.84,5403.39,4862.07,74.85
2024-05-26,Laptop,Electronics,Europe,8,790.75,6326.0,5217.9,4427.15,69.98
2024-02-16,Tablet,Electronics,Europe,1,879.26,879.26,562.41,-316.85,-36.04
2024-10-24,Router,Accessories,North America,10,504.41,5044.1,3665.49,3161.08,62.67
2024-04-07,Laptop,Electronics,Asia,8,250.34,2002.72,1632.8,1382.46,69.03
2024-09-12,Laptop,Electronics,North America,7,180.08,1260.56,1082.03,901.95,71.55
2023-04-08,Tablet,Electronics,North America,15,130.06,1950.9,1223.85,1093.79,56.07
2023-01-13,Laptop,Electronics,Asia,6,302.03,1812.18,1387.42,1085.39,59.89
2023-11-10,Laptop,Electronics,Asia,4,969.39,3877.56,3447.4,2478.01,63.91
2023-06-26,Tablet,Electronics,South America,2,370.2,740.4,562.21,192.01,25.93
2024-07-02,Tablet,Electronics,Asia,4,593.03,2372.12,1952.23,1359.2,57.3
2024-11-30,Tablet,Electronics,Asia,13,837.25,10884.25,9783.24,8945.99,82.19
2023-07-01,Monitor,Accessories,Europe,13,497.66,6469.58,4864.55,4366.89,67.5
2023-06-02,Monitor,Accessories,North America,13,746.6,9705.8,6964.97,6218.37,64.07
2023-02-09,Printer,Accessories,North America,8,792.49,6339.92,4004.12,3211.63,50.66
2023-10-26,Laptop,Electronics,Asia,8,719.76,5758.08,4736.01,4016.25,69.75
2024-08-27,Printer,Accessories,Europe,12,136.01,1632.12,1141.98,1005.97,61.64
2024-05-24,Tablet,Electronics,Europe,3,582.97,1748.91,1551.97,969.0,55.41
2023-12-12,Monitor,Accessories,South America,14,843.64,11810.96,9677.94,8834.3,74.8
2023-04-30,Router,Accessories,North America,4,345.29,1381.16,1191.25,845.96,61.25
2023-09-10,Smartphone,Electronics,Europe,6,417.72,2506.32,2232.62,1814.9,72.41
2024-05-17,Tablet,Electronics,South America,3,193.67,581.01,486.19,292.52,50.35
2024-01-02,Laptop,Electronics,South America,3,121.7,365.1,317.39,195.69,53.6
2023-04-12,Printer,Accessories,North America,16,677.46,10839.36,7184.82,6507.36,60.03
2024-06-23,Printer,Accessories,South America,4,957.77,3831.08,2785.3,1827.53,47.7
2024-10-20,Tablet,Electronics,Asia,12,888.94,10667.28,9370.83,8481.89,79.51
2023-05-19,Monitor,Accessories,Europe,16,778.42,12454.72,9114.25,8335.83,66.93
2024-10-03,Monitor,Accessories,South America,4,960.9,3843.6,2730.81,1769.91,46.05
2024-01-22,Laptop,Electronics,South America,19,116.34,2210.46,1805.37,1689.03,76.41
2024-05-18,Laptop,Electronics,Asia,6,679.2,4075.2,3548.08,2868.88,70.4
2024-05-10,Printer,Accessories,South America,14,866.15,12126.1,10097.36,9231.21,76.13
2024-05-24,Smartphone,Electronics,North America,11,391.58,4307.38,3461.68,3070.1,71.28
2023-02-12,Tablet,Electronics,North America,6,444.09,2664.54,1956.03,1511.94,56.74
2024-08-24,Router,Accessories,Europe,10,807.49,8074.9,5139.39,4331.9,53.65
2023-02-19,Printer,Accessories,North America,17,284.01,4828.17,3019.0,2734.99,56.65
2023-11-07,Monitor,Accessories,Europe,17,522.35,8879.95,6251.73,5729.38,64.52
2024-07-04,Laptop,Electronics,South America,7,831.07,5817.49,3773.26,2942.19,50.57
2024-06-20,Tablet,Electronics,Asia,11,431.05,4741.55,3436.19,3005.14,63.38
2023-08-08,Laptop,Electronics,South America,16,659.25,10548.0,6893.6,6234.35,59.1
2023-08-15,Router,Accessories,Asia,15,261.67,3925.05,3135.4,2873.73,73.22
2023-07-28,Monitor,Accessories,Europe,17,164.69,2799.73,2166.53,2001.84,71.5
2024-10-17,Printer,Accessories,North America,14,851.32,11918.48,9874.96,9023.64,75.71
2024-01-26,Tablet,Electronics,North America,8,415.01,3320.08,2570.07,2155.06,64.91
2023-01-05,Tablet,Electronics,Asia,17,287.87,4893.79,3649.53,3361.66,68.69
2023-02-15,Tablet,Electronics,Europe,12,724.12,8689.44,7665.13,6941.01,79.88
2023-09-10,Printer,Accessories,Asia,11,979.27,10771.97,8538.28,7559.01,70.17
2024-11-27,Printer,Accessories,Asia,15,392.86,5892.9,3888.32,3495.46,59.32
2024-10-31,Router,Accessories,Asia,4,816.02,3264.08,2530.15,1714.13,52.51
2024-12-07,Laptop,Electronics,South America,8,393.25,3146.0,2111.86,1718.61,54.63
2024-01-22,Smartphone,Electronics,Europe,16,700.52,11208.32,7677.92,6977.4,62.25
2023-02-12,Router,Accessories,South America,16,156.59,2505.44,1971.2,1814.61,72.43
2024-11-09,Router,Accessories,Europe,6,612.14,3672.84,3018.53,2406.39,65.52
2024-10-14,Laptop,Electronics,North America,5,539.25,2696.25,2379.01,1839.76,68.23
2024-05-15,Laptop,Electronics,Europe,13,837.53,10887.89,9019.71,8182.18,75.15
2023-12-02,Tablet,Electronics,Asia,18,911.49,16406.82,14350.09,13438.6,81.91
2023-10-19,Printer,Accessories,Asia,16,998.17,15970.72,10447.71,9449.54,59.17
2024-08-06,Smartphone,Electronics,North America,18,695.02,12510.36,7671.25,6976.23,55.76
2024-02-09,Tablet,Electronics,North America,13,323.87,4210.31,3072.13,2748.26,65.27
2024-05-24,Tablet,Electronics,Europe,18,486.48,8756.64,6413.24,5926.76,67.68
2023-02-06,Monitor,Accessories,South America,17,484.44,8235.48,5193.13,4708.69,57.18
2023-07-08,Laptop,Electronics,North America,13,857.78,11151.14,6725.35,5867.57,52.62
2024-03-22,Printer,Accessories,Asia,15,454.5,6817.5,4700.76,4246.26,62.28
2023-05-27,Monitor,Accessories,North America,1,199.53,199.53,157.29,-42.24,-21.17
2023-07-13,Tablet,Electronics,Asia,3,127.99,383.97,283.53,155.54,40.51
2024-08-05,Laptop,Electronics,Europe,11,589.42,6483.62,5195.24,4605.82,71.04
2023-09-14,Tablet,Electronics,Asia,6,307.87,1847.22,1592.81,1284.94,69.56
2023-07-25,Router,Accessories,North America,19,701.53,13329.07,8909.86,8208.33,61.58
2024-01-25,Tablet,Electronics,Asia,6,526.94,3161.64,2230.04,1703.1,53.87
2023-03-07,Tablet,Electronics,Europe,14,866.99,12137.86,9299.21,8432.22,69.47
2023-12-10,Router,Accessories,South America,15,984.77,14771.55,11431.66,10446.89,70.72
2024-03-27,Laptop,Electronics,Europe,7,395.66,2769.62,2453.15,2057.49,74.29
2024-06-25,Smartphone,Electronics,Europe,1,429.4,429.4,364.46,-64.94,-15.12
2024-07-01,Laptop,Electronics,Europe,15,634.42,9516.3,6303.74,5669.32,59.57
2024-01-15,Laptop,Electronics,Europe,13,284.02,3692.26,3248.47,2964.45,80.29
2024-12-01,Tablet,Electronics,North America,7,234.9,1644.3,1030.96,796.06,48.41
2023-01-04,Printer,Accessories,North America,12,697.92,8375.04,5642.7,4944.78,59.04
2024-08-03,Laptop,Electronics,Europe,13,492.65,6404.45,3927.61,3434.96,53.63
2024-10-26,Monitor,Accessories,South America,18,320.78,5774.04,5137.38,4816.6,83.42
2024-12-03,Printer,Accessories,South America,6,670.36,4022.16,2681.52,2011.16,50.0
2023-09-01,Router,Accessories,South America,7,653.61,4575.27,2810.22,2156.61,47.14
2023-06-06,Monitor,Accessories,Asia,8,301.54,2412.32,2064.81,1763.27,73.09
2023-05-28,Smartphone,Electronics,Europe,13,110.08,1431.04,1055.28,945.2,66.05
2023-09-21,Tablet,Electronics,Asia,17,377.91,6424.47,4645.21,4267.3,66.42
2024-03-18,Smartphone,Electronics,Europe,2,489.57,979.14,645.55,155.98,15.93
2024-04-15,Monitor,Accessories,Europe,2,752.09,1504.18,1193.63,441.54,29.35
2023-05-09,Router,Accessories,Asia,14,146.02,2044.28,1811.8,1665.78,81.48
2024-02-20,Monitor,Accessories,South America,8,988.9,7911.2,5870.35,4881.45,61.7
2024-04-08,Monitor,Accessories,South America,8,557.99,4463.92,3300.9,2742.91,61.45
2024-01-08,Smartphone,Electronics,Asia,10,228.3,2283.0,1943.95,1715.65,75.15
2023-05-17,Router,Accessories,Europe,3,641.89,1925.67,1418.23,776.34,40.32
2023-08-11,Router,Accessories,Europe,17,794.94,13513.98,11597.43,10802.49,79.94
2023-07-19,Router,Accessories,Asia,5,117.19,585.95,475.83,358.64,61.21
2024-07-15,Monitor,Accessories,Asia,19,498.33,9468.27,6006.59,5508.26,58.18
2023-08-07,Monitor,Accessories,Europe,14,161.51,2261.14,1917.26,1755.75,77.65
2023-04-22,Printer,Accessories,South America,1,226.26,226.26,195.93,-30.33,-13.4
2023-08-11,Smartphone,Electronics,Europe,8,241.85,1934.8,1503.52,1261.67,65.21
2024-06-13,Monitor,Accessories,Europe,16,458.69,7339.04,4777.47,4318.78,58.85
2023-01-25,Router,Accessories,Europe,16,884.46,14151.36,10032.45,9147.99,64.64
2024-08-04,Router,Accessories,Europe,1,203.88,203.88,149.11,-54.77,-26.86
2024-11-27,Printer,Accessories,Europe,9,259.58,2336.22,2006.35,1746.77,74.77
2024-08-11,Tablet,Electronics,Europe,1,266.74,266.74,237.21,-29.53,-11.07
2023-11-21,Monitor,Accessories,Europe,15,637.87,9568.05,8035.06,7397.19,77.31
2023-03-08,Laptop,Electronics,North America,8,630.8,5046.4,4192.33,3561.53,70.58
2023-02-24,Smartphone,Electronics,North America,18,115.72,2082.96,1369.99,1254.27,60.22
2024-01-01,Tablet,Electronics,Europe,3,319.69,959.07,785.19,465.5,48.54
2023-11-11,Laptop,Electronics,Asia,1,602.11,602.11,407.13,-194.98,-32.38
2023-11-20,Printer,Accessories,South America,17,929.55,15802.35,13904.31,12974.76,82.11
2023-12-13,Router,Accessories,Europe,6,158.62,951.72,695.01,536.39,56.36
2023-11-07,Laptop,Electronics,Europe,12,345.41,4144.92,2724.15,2378.74,57.39
2023-06-17,Monitor,Accessories,North America,3,520.27,1560.81,1043.15,522.88,33.5
2024-09-25,Monitor,Accessories,Europe,12,445.12,5341.44,3707.09,3261.97,61.07
2024-07-19,Router,Accessories,South America,10,644.56,6445.6,5198.95,4554.39,70.66
2024-12-07,Tablet,Electronics,North America,1,533.29,533.29,327.08,-206.21,-38.67
2024-03-31,Laptop,Electronics,North America,4,492.62,1970.48,1762.11,1269.49,64.43
2023-06-24,Laptop,Electronics,Asia,13,650.87,8461.31,7076.7,6425.83,75.94
2024-08-21,Printer,Accessories,Europe,15,759.72,11395.8,7757.84,6998.12,61.41
2023-05-19,Printer,Accessories,Asia,4,862.82,3451.28,2722.55,1859.73,53.89
2023-06-03,Laptop,Electronics,Europe,7,623.0,4361.0,3278.58,2655.58,60.89
2023-10-27,Router,Accessories,North America,10,207.67,2076.7,1505.63,1297.96,62.5
2024-09-09,Monitor,Accessories,North America,14,188.89,2644.46,1916.64,1727.75,65.33
2024-08-27,Monitor,Accessories,Europe,7,622.47,4357.29,3391.56,2769.09,63.55
2023-09-16,Tablet,Electronics,Asia,12,577.22,6926.64,5619.07,5041.85,72.79
2023-01-25,Monitor,Accessories,Asia,10,331.13,3311.3,2430.09,2098.96,63.39
2023-02-23,Router,Accessories,Europe,6,848.19,5089.14,3610.81,2762.62,54.28
2023-09-27,Monitor,Accessories,South America,1,630.44,630.44,507.67,-122.77,-19.47
2023-02-11,Smartphone,Electronics,South America,5,504.08,2520.4,1761.74,1257.66,49.9
2023-12-07,Printer,Accessories,North America,9,981.48,8833.32,6530.66,5549.18,62.82
2024-01-25,Tablet,Electronics,South America,2,399.05,798.1,694.52,295.47,37.02
2023-12-10,Smartphone,Electronics,South America,17,535.79,9108.43,7737.54,7201.75,79.07
2024-12-25,Smartphone,Electronics,Europe,13,475.73,6184.49,5117.18,4641.45,75.05
2024-11-18,Laptop,Electronics,Asia,14,190.62,2668.68,1940.42,1749.8,65.57
2023-04-27,Laptop,Electronics,Europe,14,522.83,7319.62,5623.57,5100.74,69.69
2023-09-06,Laptop,Electronics,Europe,1,313.93,313.93,196.0,-117.93,-37.57
2023-03-08,Tablet,Electronics,Europe,9,351.39,3162.51,2781.18,2429.79,76.83
2023-03-19,Laptop,Electronics,North America,13,717.74,9330.62,6192.84,5475.1,58.68
2024-09-24,Laptop,Electronics,Europe,16,461.47,7383.52,6268.51,5807.04,78.65
2024-10-03,Monitor,Accessories,Asia,9,489.77,4407.93,3574.35,3084.58,69.98
2023-04-04,Router,Accessories,North America,15,601.88,9028.2,6979.05,6377.17,70.64
2024-03-19,Router,Accessories,Europe,4,462.46,1849.84,1300.49,838.03,45.3
2023-02-21,Router,Accessories,North America,10,616.23,6162.3,5441.13,4824.9,78.3
2023-11-25,Router,Accessories,Europe,18,818.99,14741.82,9449.32,8630.33,58.54
2024-12-24,Tablet,Electronics,South America,1,200.47,200.47,147.86,-52.61,-26.24
2023-07-09,Printer,Accessories,North America,15,406.82,6102.3,4656.42,4249.6,69.64
2023-06-30,Tablet,Electronics,Asia,14,954.04,13356.56,9971.1,9017.06,67.51
2024-07-09,Printer,Accessories,Europe,7,659.08,4613.56,2773.03,2113.95,45.82
2024-12-20,Laptop,Electronics,Europe,2,869.34,1738.68,1242.24,372.9,21.45
2023-11-26,Tablet,Electronics,Europe,14,664.93,9309.02,6634.49,5969.56,64.13
2024-10-12,Printer,Accessories,Asia,4,819.99,3279.96,2888.79,2068.8,63.07
2024-02-27,Printer,Accessories,Asia,4,737.85,2951.4,2219.96,1482.11,50.22
2024-03-12,Smartphone,Electronics,Asia,2,741.29,1482.58,1053.18,311.89,21.04
2024-06-27,Laptop,Electronics,Asia,8,327.2,2617.6,2023.29,1696.09,64.8
2023-06-15,Laptop,Electronics,North America,16,720.97,11535.52,10283.0,9562.03,82.89
2024-05-20,Smartphone,Electronics,North America,6,911.1,5466.6,3486.77,2575.67,47.12
2024-03-16,Laptop,Electronics,South America,19,866.29,16459.51,14350.66,13484.37,81.92
2024-11-21,Laptop,Electronics,Asia,18,592.11,10657.98,8772.34,8180.23,76.75
2023-09-26,Router,Accessories,Asia,12,505.56,6066.72,4411.54,3905.98,64.38
2024-01-02,Router,Accessories,South America,16,138.7,2219.2,1412.59,1273.89,57.4
2024-05-26,Smartphone,Electronics,South America,17,609.68,10364.56,8432.78,7823.1,75.48
2024-07-13,Router,Accessories,Europe,9,831.02,7479.18,6011.31,5180.29,69.26
2024-08-24,Tablet,Electronics,North America,9,608.33,5474.97,4699.05,4090.72,74.72
2024-02-24,Monitor,Accessories,South America,8,385.2,3081.6,2159.15,1773.95,57.57
2024-02-17,Monitor,Accessories,South America,9,328.33,2954.97,2544.02,2215.69,74.98
2023-06-06,Tablet,Electronics,South America,6,827.53,4965.18,3371.46,2543.93,51.24
2023-01-26,Tablet,Electronics,Asia,3,634.48,1903.44,1249.5,615.02,32.31
2024-10-09,Tablet,Electronics,South America,15,778.94,11684.1,7978.17,7199.23,61.62
2023-10-05,Smartphone,Electronics,Europe,3,198.07,594.21,401.22,203.15,34.19
2024-05-24,Monitor,Accessories,Europe,7,419.91,2939.37,2416.04,1996.13,67.91
2024-07-16,Smartphone,Electronics,Europe,18,697.39,12553.02,9091.65,8394.26,66.87
2024-05-13,Printer,Accessories,South America,4,572.99,2291.96,1738.46,1165.47,50.85
2024-03-21,Tablet,Electronics,South America,13,388.79,5054.27,3759.68,3370.89,66.69
2023-12-28,Laptop,Electronics,North America,5,885.52,4427.6,3715.18,2829.66,63.91
2024-12-23,Monitor,Accessories,Asia,18,235.98,4247.64,3441.49,3205.51,75.47
2023-08-29,Printer,Accessories,South America,6,690.61,4143.66,2964.84,2274.23,54.88
2024-10-08,Tablet,Electronics,Asia,13,902.14,11727.82,9273.92,8371.78,71.38
2024-12-01,Printer,Accessories,South America,19,250.39,4757.41,2902.11,2651.72,55.74
2023-05-05,Printer,Accessories,Europe,3,913.2,2739.6,1840.18,926.98,33.84
2023-10-16,Smartphone,Electronics,Asia,5,819.07,4095.35,2902.25,2083.18,50.87
2024-01-14,Printer,Accessories,South America,7,389.23,2724.61,1665.41,1276.18,46.84
2023-01-19,Monitor,Accessories,Asia,18,729.6,13132.8,9035.46,8305.86,63.25
2023-09-10,Tablet,Electronics,Asia,1,346.65,346.65,214.77,-131.88,-38.04
2023-11-17,Router,Accessories,South America,7,615.69,4309.83,3178.56,2562.87,59.47
2024-07-22,Smartphone,Electronics,Asia,18,537.01,9666.18,6794.05,6257.04,64.73
2023-05-11,Smartphone,Electronics,Europe,16,625.38,10006.08,6848.88,6223.5,62.2
2024-09-16,Tablet,Electronics,Europe,16,744.11,11905.76,10303.3,9559.19,80.29
2024-07-30,Monitor,Accessories,North America,1,120.24,120.24,103.04,-17.2,-14.3
2024-06-07,Laptop,Electronics,South America,6,791.28,4747.68,4039.3,3248.02,68.41
2024-09-30,Smartphone,Electronics,North America,1,987.56,987.56,835.81,-151.75,-15.37
2024-05-17,Monitor,Accessories,Asia,11,897.93,9877.23,5997.98,5100.05,51.63
2024-04-05,Monitor,Accessories,Europe,7,417.19,2920.33,2105.24,1688.05,57.8
2024-12-29,Tablet,Electronics,Asia,18,833.31,14999.58,10616.07,9782.76,65.22
2024-04-30,Tablet,Electronics,Europe,14,550.84,7711.76,6827.56,6276.72,81.39
2023-12-02,Smartphone,Electronics,South America,4,486.39,1945.56,1199.07,712.68,36.63
2023-05-30,Smartphone,Electronics,Asia,17,998.88,16980.96,12082.94,11084.06,65.27
2023-03-04,Router,Accessories,Europe,6,616.84,3701.04,3145.58,2528.74,68.33
2024-05-31,Smartphone,Electronics,Europe,19,169.33,3217.27,1957.85,1788.52,55.59
2023-09-25,Tablet,Electronics,Europe,17,457.11,7770.87,5632.45,5175.34,66.6
2023-01-26,Laptop,Electronics,South America,17,620.85,10554.45,7486.12,6865.27,65.05
2024-10-02,Monitor,Accessories,Europe,6,152.92,917.52,751.25,598.33,65.21
2024-03-30,Smartphone,Electronics,North America,7,502.22,3515.54,2883.45,2381.23,67.73
2024-04-11,Smartphone,Electronics,Europe,5,613.67,3068.35,2551.78,1938.11,63.16
2024-04-09,Smartphone,Electronics,Europe,9,140.44,1263.96,822.11,681.67,53.93
2023-05-12,Smartphone,Electronics,North America,19,934.46,17754.74,15454.01,14519.55,81.78
2023-02-23,Smartphone,Electronics,South America,12,521.3,6255.6,5600.89,5079.59,81.2
2023-05-26,Smartphone,Electronics,South America,10,411.02,4110.2,2649.09,2238.07,54.45
2023-01-27,Router,Accessories,South America,2,443.9,887.8,690.99,247.09,27.83
2024-02-10,Tablet,Electronics,Asia,1,639.11,639.11,547.64,-91.47,-14.31
2023-02-05,Router,Accessories,Asia,17,583.21,9914.57,7617.52,7034.31,70.95
